instrument_token,exchange_token,tradingsymbol,name,instrument_type,segment,exchange
128064772,500253,LICHSGFIN,LIC HOUSING FINANCE,EQ,BSE,BSE
128065796,500257,LUPIN,LUPIN,EQ,BSE,BSE
128066308,500259,LYKALABS,LYKA LABS,EQ,BSE,BSE
128066564,500260,RAMCOCEM,THE RAMCO CEMENTS,EQ,BSE,BSE
128067076,500262,HYBRIDFIN,HYBRID FINANCIAL SERVICES LIMI,EQ,BSE,BSE
128067588,500264,MAFATIND,MAFATLAL INDUSTRIES,EQ,BSE,BSE
128067844,500265,MAHSEAMLES,MAHARASHTRA SEAMLESS,EQ,BSE,BSE
128068100,500266,MAHSCOOTER,MAHARASHTRA SCOOTERS,EQ,BSE,BSE
128068356,500267,MAJESAUT,MAJESTIC AUTO,EQ,BSE,BSE
128068612,500268,MANALIPETC,MANALI PETROCHEMICAL,EQ,BSE,BSE
128069124,500270,BARODARY,BARODA RAYON CORPORATION,EQ,BSE,BSE
128069380,500271,MFSL,MAX FINANCIAL SERVICES ,EQ,BSE,BSE
128070916,500277,MIDINDIA,MID INDIA INDUSTRIES,EQ,BSE,BSE
128071428,500279,MIRCELECTR,MIRC ELECTRONICS,EQ,BSE,BSE
128071684,500280,CENTENKA,CENTURY ENKA,EQ,BSE,BSE
128072196,500282,MODTHREAD,MODERN THREADS (INDIA),EQ,BSE,BSE
128072708,500284,LORDSCHLO,LORDS CHLORO ALKALI,EQ,BSE,BSE
128072964,500285,SPICEJET,SPICEJET,EQ,BSE,BSE
128073732,500288,MOREPENLAB,MOREPEN LABORATORIES,EQ,BSE,BSE
128074244,500290,MRF,MRF,EQ,BSE,BSE
128074756,500292,HEIDELBERG,HEIDELBERGCEMENT INDIA,EQ,BSE,BSE
128075268,500294,NCC,NCC,EQ,BSE,BSE
128075524,500295,VEDL,VEDANTA,EQ,BSE,BSE
128075780,500296,NAHARSPING,NAHAR SPINNING MILLS,EQ,BSE,BSE
128076292,500298,NAPEROL,NAPEROL INVESTMENTS ,EQ,BSE,BSE
128076804,500300,GRASIM,GRASIM INDUSTRIES,EQ,BSE,BSE
128077828,500304,NIITLTD,NIIT,EQ,BSE,BSE
128078340,500306,JAYKAY,JAYKAY ENTERPRISES ,EQ,BSE,BSE
128078596,500307,NIRLON,NIRLON,EQ,BSE,BSE
128079876,500312,ONGC,OIL AND NATURAL GAS CORPORATIO,EQ,BSE,BSE
128080132,500313,OILCOUNTUB,OIL COUNTRY TUBULAR,EQ,BSE,BSE
128080388,500314,ORIENTHOT,ORIENTAL HOTELS,EQ,BSE,BSE
128081156,500317,OSWALAGRO,OSWAL AGRO MILLS,EQ,BSE,BSE
128081668,500319,INDSUCR,INDIAN SUCROSE,EQ,BSE,BSE
128082436,500322,PANCM,PANYAM CEMENTS & MINERAL INDUS,EQ,BSE,BSE
128083204,500325,RELIANCE,RELIANCE INDUSTRIES,EQ,BSE,BSE
128083716,500327,PILITA,PIL ITALICA LIFESTYLE ,EQ,BSE,BSE
128084484,500330,RAYMOND,RAYMOND,EQ,BSE,BSE
128084740,500331,PIDILITIND,PIDILITE INDUSTRIES,EQ,BSE,BSE
128085252,500333,PIXTRANS,PIX TRANSMISSIONS,EQ,BSE,BSE
128085764,500335,BIRLACORPN,BIRLA CORPORATION,EQ,BSE,BSE
128086020,500336,SURYAROSNI,SURYA ROSHNI,EQ,BSE,BSE
128086276,500337,PRIMESECU,PRIME SECURITIES,EQ,BSE,BSE
128086532,500338,PRSMJOHNSN,PRISM JOHNSON,EQ,BSE,BSE
128086788,500339,RAIN,RAIN INDUSTRIES,EQ,BSE,BSE
128087556,500342,PRUDMOULI,PRUDENTIAL SUGAR CORPORATION L,EQ,BSE,BSE
128087812,500343,AMJLAND,AMJ LAND HOLDINGS,EQ,BSE,BSE
128088580,500346,PUNJCOMMU,PUNJAB COMMUNICATIONS,EQ,BSE,BSE
128089604,500350,RSWM,RSWM,EQ,BSE,BSE
128090628,500354,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LT,EQ,BSE,BSE
128090884,500355,RALLIS,RALLIS INDIA,EQ,BSE,BSE
128091140,500356,RAMANEWS,SHREE RAMA NEWSPRINT,EQ,BSE,BSE
128091396,500357,RAMAPPR-B,RAMA PAPER MILLS,EQ,BSE,BSE
128092164,500360,RAPICUT,RAPICUT CARBIDES,EQ,BSE,BSE
128093444,500365,WELSPLSOL,WELSPUN SPECIALTY SOLUTIONS LI,EQ,BSE,BSE
128093700,500366,ROLTA,ROLTA INDIA,EQ,BSE,BSE
128093956,500367,RUBFILA,RUBFILA INTERNATIONAL,EQ,BSE,BSE
128094212,500368,PATANJALI,PATANJALI FOODS ,EQ,BSE,BSE
128094724,500370,SALORAINTL,SALORA INTERNATIONAL,EQ,BSE,BSE
128096772,500378,JINDALSAW,JINDAL SAW,EQ,BSE,BSE
128097284,500380,JKLAKSHMI,JK LAKSHMI CEMENT,EQ,BSE,BSE
128099076,500387,SHREECEM,SHREE CEMENT,EQ,BSE,BSE
128099332,500388,SKPMIL,SHREE KRISHNA PAPER MILLS & IN,EQ,BSE,BSE
128099844,500390,RELINFRA,RELIANCE INFRASTRUCTURE,EQ,BSE,BSE
128102404,500400,TATAPOWER,TATA POWER CO.LTD.,EQ,BSE,BSE
128102916,500402,SPMLINFRA,SPML INFRA,EQ,BSE,BSE
128103172,500403,SUNDRMFAST,SUNDRAM FASTENERS,EQ,BSE,BSE
128103428,500404,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,EQ,BSE,BSE
128103684,500405,SPLPETRO,SUPREME PETROCHEM,EQ,BSE,BSE
128104196,500407,SWARAJENG,SWARAJ ENGINES,EQ,BSE,BSE
128104452,500408,TATAELXSI,TATA ELXSI,EQ,BSE,BSE
128104964,500410,ACC,ACC,EQ,BSE,BSE
128105220,500411,THERMAX,THERMAX,EQ,BSE,BSE
128105476,500412,TIRUMALCHM,THIRUMALAI CHEMICALS,EQ,BSE,BSE
128105732,500413,THOMASCOOK,THOMAS COOK (INDIA),EQ,BSE,BSE
128105988,500414,TIMEX,TIMEX GROUP INDIA,EQ,BSE,BSE
128107012,500418,TOKYOPLAST,TOKYO PLAST INTERNATIONAL,EQ,BSE,BSE
128107524,500420,TORNTPHARM,TORRENT PHARMACEUTICALS,EQ,BSE,BSE
128107780,500421,TPINDIA,TPI INDIA,EQ,BSE,BSE
128108036,500422,TRANSCHEM,TRANSCHEM,EQ,BSE,BSE
128108804,500425,AMBUJACEM,AMBUJA CEMENTS,EQ,BSE,BSE
128109060,500426,UTLINDS,UTL INDUSTRIES,EQ,BSE,BSE
128109828,500429,UNIENTER,UNIPHOS ENTERPRISES,EQ,BSE,BSE
128112388,500439,VHL,VARDHMAN HOLDINGS,EQ,BSE,BSE
128112644,500440,HINDALCO,HINDALCO INDUSTRIES,EQ,BSE,BSE
128113668,500444,WSTCSTPAPR,WEST COAST PAPER MILLS ,EQ,BSE,BSE
128114948,500449,HOCL,HINDUSTAN ORGANIC CHEMICALS LT,EQ,BSE,BSE
128115204,500450,MPILCORPL,MPIL CORPORATION,EQ,BSE,BSE
128116740,500456,PASUPTAC,PASUPATI ACRYLON,EQ,BSE,BSE
128117252,500458,TEAM24,TEAM24 CONSUMER PRODUCTS LIMIT,EQ,BSE,BSE
128117508,500459,PGHH,PROCTER & GAMBLE HYGIENE & HEA,EQ,BSE,BSE
128117764,500460,MUKANDLTD,MUKAND,EQ,BSE,BSE
128118532,500463,BBOX,BLACK BOX,EQ,BSE,BSE
128118788,500464,UCAL,UCAL,EQ,BSE,BSE
128119556,500467,HARRMALAYA,HARRISONS MALAYALAM,EQ,BSE,BSE
128120068,500469,FEDERALBNK,FEDERAL BANK,EQ,BSE,BSE
128120324,500470,TATASTEEL,TATA STEEL,EQ,BSE,BSE
128120836,500472,SKFINDIA,SKF INDIA,EQ,BSE,BSE
128122116,500477,ASHOKLEY,ASHOK LEYLAND,EQ,BSE,BSE
128122884,500480,CUMMINSIND,CUMMINS INDIA,EQ,BSE,BSE
128123652,500483,TATACOMM,TATA COMMUNICATIONS,EQ,BSE,BSE
128124932,500488,ABBOTINDIA,ABBOTT INDIA,EQ,BSE,BSE
128125444,500490,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LT,EQ,BSE,BSE
128126212,500493,BHARATFORG,BHARAT FORGE,EQ,BSE,BSE
128126724,500495,ESCORTS,ESCORTS KUBOTA ,EQ,BSE,BSE
128128004,500500,HINDMOTORS,HINDUSTAN MOTORS,EQ,BSE,BSE
128130564,500510,LT,LARSEN & TOUBRO,EQ,BSE,BSE
128133124,500520,M&M,MAHINDRA & MAHINDRA,EQ,BSE,BSE
128135684,500530,BOSCHLTD,BOSCH,EQ,BSE,BSE
128138244,500540,PREMIER,PREMIER,EQ,BSE,BSE
128140036,500547,BPCL,BHARAT PETROLEUM CORPORATION L,EQ,BSE,BSE
128140804,500550,SIEMENS,SIEMENS,EQ,BSE,BSE
128145924,500570,TMPV,TATA MOTORS PASSENGER VEHICLES,EQ,BSE,BSE
128147204,500575,VOLTAS,VOLTAS,EQ,BSE,BSE
128158724,500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,EQ,BSE,BSE
128165124,500645,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEM,EQ,BSE,BSE
128166404,500650,EXCELINDUS,EXCEL INDUSTRIES,EQ,BSE,BSE
128167684,500655,GRWRHITECH,GARWARE HI-TECH FILMS,EQ,BSE,BSE
128168964,500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICAL,EQ,BSE,BSE
128171524,500670,GNFC,GUJARAT NARMADA VALLEY FERTILI,EQ,BSE,BSE
128172036,500672,NOVARTIND,NOVARTIS INDIA,EQ,BSE,BSE
128172548,500674,SANOFI,SANOFI INDIA,EQ,BSE,BSE
128174084,500680,PFIZER,PFIZER,EQ,BSE,BSE
128176644,500690,GSFC,GUJARAT STATE FERTILIZERS & CH,EQ,BSE,BSE
128178180,500696,HINDUNILVR,HINDUSTAN UNILEVER,EQ,BSE,BSE
128181764,500710,AKZOINDIA,AKZO NOBEL INDIA,EQ,BSE,BSE
128186884,500730,NOCIL,NOCIL,EQ,BSE,BSE
128197124,500770,TATACHEM,TATA CHEMICALS,EQ,BSE,BSE
128198916,500777,TNPETRO,TAMILNADU PETROPRODUCTS,EQ,BSE,BSE
128199684,500780,ZUARIIND,ZUARI INDUSTRIES ,EQ,BSE,BSE
128202244,500790,NESTLEIND,NESTLE INDIA,EQ,BSE,BSE
128204804,500800,TATACONSUM,TATA CONSUMER PRODUCTS,EQ,BSE,BSE
128209924,500820,ASIANPAINT,ASIAN PAINTS,EQ,BSE,BSE
128211204,500825,BRITANNIA,BRITANNIA INDUSTRIES,EQ,BSE,BSE
128212484,500830,COLPAL,COLGATE-PALMOLIVE (INDIA),EQ,BSE,BSE
128215044,500840,EIHOTEL,EIH - OBEROI HOTELS,EQ,BSE,BSE
128217604,500850,INDHOTEL,INDIAN HOTELS CO.LTD.,EQ,BSE,BSE
128222724,500870,CASTROLIND,CASTROL INDIA,EQ,BSE,BSE
128224004,500875,ITC,ITC,EQ,BSE,BSE
128224516,500877,APOLLOTYRE,APOLLO TYRES,EQ,BSE,BSE
128224772,500878,CEATLTD,CEAT,EQ,BSE,BSE
128227844,500890,MODIRUBBER,MODI RUBBER,EQ,BSE,BSE
128240644,500940,FINPIPE,FINOLEX INDUSTRIES,EQ,BSE,BSE
128284164,501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS,EQ,BSE,BSE
128284420,501111,ZGOLDINV,GOLD ROCK INVESTMENTS,EQ,BSE,BSE
128293892,501148,DSINVEST,DALAL STREET INVESTMENTS,EQ,BSE,BSE
128294404,501150,CENTRUM,CENTRUM CAPITAL,EQ,BSE,BSE
128317956,501242,TCIFINANCE,TCI FINANCE,EQ,BSE,BSE
128325124,501270,ANTARIKSH,ANTARIKSH INDUSTRIES,EQ,BSE,BSE
128331524,501295,IITL,INDUSTRIAL INVESTMENT TRUST LT,EQ,BSE,BSE
128332292,501298,INDPRUD,INDUSTRIAL & PRUDENTIAL INVEST,EQ,BSE,BSE
128333060,501301,TATAINVEST,TATA INVESTMENT CORPORATION LT,EQ,BSE,BSE
128335620,501311,JAYBHCR,JAYABHARAT CREDIT,EQ,BSE,BSE
128336388,501314,PRISMX,PRISMX GLOBAL VENTURES,EQ,BSE,BSE
128343812,501343,MOTOGENFIN,MOTOR & GENERAL FINANCE,EQ,BSE,BSE
128345860,501351,RAPIDIN,RAPID INVESTMENTS,EQ,BSE,BSE
128350724,501370,WALCHPF,WALCHAND PEOPLEFIRST,EQ,BSE,BSE
128354820,501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTM,EQ,BSE,BSE
128356100,501391,WHBRADY,W.H.BRADY & CO.LTD.,EQ,BSE,BSE
128363780,501421,TECHNVISN,TECHNVISION VENTURES ,EQ,BSE,BSE
128364292,501423,SHAILY,SHAILY ENGINEERING PLASTICS LT,EQ,BSE,BSE
128364804,501425,BBTC,THE BOMBAY BURMAH TRADING CORP,EQ,BSE,BSE
128366084,501430,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LT,EQ,BSE,BSE
128372484,501455,GREAVESCOT,GREAVES COTTON,EQ,BSE,BSE
128378116,501477,MULLER,MULLER & PHIPPS (INDIA),EQ,BSE,BSE
128378628,501479,SFTL,SPRINGFORM TECHNOLOGY,EQ,BSE,BSE
128415236,501622,AMALGAM,AMALGAMATED ELECTRICITY CO.LTD,EQ,BSE,BSE
128417284,501630,ANANDPROJ,ANAND PROJECTS,EQ,BSE,BSE
128435204,501700,INDIANVSH,INDIANIVESH,EQ,BSE,BSE
128468740,501831,COASTCORP,COASTAL CORPORATION,EQ,BSE,BSE
128469252,501833,CHOWGULSTM,CHOWGULE STEAMSHIPS,EQ,BSE,BSE
128473092,501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES,EQ,BSE,BSE
128515844,502015,ASIIL,ASI INDUSTRIES,EQ,BSE,BSE
128535044,502090,SAGCEM,SAGAR CEMENTS,EQ,BSE,BSE
128546052,502133,HEMACEM,HEMADRI CEMENTS,EQ,BSE,BSE
128547076,502137,DECCANCE,DECCAN CEMENTS,EQ,BSE,BSE
128552196,502157,MANGLMCEM,MANGALAM CEMENT,EQ,BSE,BSE
128555012,502168,NCLIND,NCL INDUSTRIES,EQ,BSE,BSE
128556804,502175,SAURASHCEM,SAURASHTRA CEMENT,EQ,BSE,BSE
128558084,502180,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.,EQ,BSE,BSE
128568068,502219,BORORENEW,BOROSIL RENEWABLES,EQ,BSE,BSE
128576004,502250,LERTHAI,LERTHAI FINANCE,EQ,BSE,BSE
128583940,502281,TRIVENIGQ,TRIVENI GLASS,EQ,BSE,BSE
128587268,502294,NILACHAL,NILACHAL REFRACTORIES,EQ,BSE,BSE
128596484,502330,ANDHRAPAP,ANDHRA PAPER,EQ,BSE,BSE
128602884,502355,BALKRISIND,BALKRISHNA INDUSTRIES,EQ,BSE,BSE
128619524,502420,ORIENTPPR,ORIENT PAPER & INDUSTRIES,EQ,BSE,BSE
128625924,502445,CITADEL,CITADEL REALTY AND DEVELOPERS,EQ,BSE,BSE
128626692,502448,ROLLT,ROLLATAINERS,EQ,BSE,BSE
128627204,502450,SESHAPAPER,SESHASAYEE PAPER & BOARDS,EQ,BSE,BSE
128662276,502587,NATHIND,NATH INDUSTRIES,EQ,BSE,BSE
128662788,502589,VAPIENTER,VAPI ENTERPRISE,EQ,BSE,BSE
128721924,502820,DCM,DCM,EQ,BSE,BSE
128729604,502850,ZGAEKWAR,GAEKWAR MILLS,EQ,BSE,BSE
128733444,502865,FORBESCO,FORBES & COMPANY,EQ,BSE,BSE
128735492,502873,HPCOTTON,H.P.COTTON TEXTILE MILLS,EQ,BSE,BSE
128740612,502893,UNITEDINT,UNITED INTERACTIVE,EQ,BSE,BSE
128742660,502901,JAMSHRI,JAMSHRI REALTY,EQ,BSE,BSE
128750852,502933,KATRSPG,KATARE SPINNING MILLS,EQ,BSE,BSE
128751876,502937,KESORAMIND,KESORAM INDUSTRIES,EQ,BSE,BSE
128757252,502958,LAKSHMIMIL,LAKSHMI MILLS COMPANY,EQ,BSE,BSE
128764420,502986,VTL,VARDHMAN TEXTILES,EQ,BSE,BSE
128775940,503031,PENINLAND,PENINSULA LAND,EQ,BSE,BSE
128791556,503092,PASUSPG,PASUPATI SPG.& WVG.MILLS,EQ,BSE,BSE
128793604,503100,PHOENIXLTD,THE PHOENIX MILLS,EQ,BSE,BSE
128793860,503101,MARATHON,MARATHON NEXTGEN REALTY,EQ,BSE,BSE
128800516,503127,RAJABAH,RAJA BAHADUR INTERNATIONAL,EQ,BSE,BSE
128809476,503162,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES L,EQ,BSE,BSE
128811268,503169,RUBYMILLS,RUBY MILLS,EQ,BSE,BSE
128826628,503229,SIMPLXREA,SIMPLEX REALTY,EQ,BSE,BSE
128847364,503310,SWANCORP,SWAN CORP ,EQ,BSE,BSE
128857348,503349,VICTMILL,VICTORIA MILLS,EQ,BSE,BSE
128927236,503622,ZSVTRADI,S.V.TRADING & AGENCIES,EQ,BSE,BSE
128927748,503624,ZSVARAJT,SVARAJ TRADING & AGENCIES,EQ,BSE,BSE
128928260,503626,KSHITIJ,KSHITIZ INVESTMENT,EQ,BSE,BSE
128930564,503635,SALSAIN,SHREE SALASAR INVESTMENT,EQ,BSE,BSE
128931588,503639,INDSOYA,INDSOYA,EQ,BSE,BSE
128932100,503641,ZODIACVEN,ZODIAC VENTURES,EQ,BSE,BSE
128936196,503657,VEERENRGY,VEER ENERGY & INFRASTRUCTURE L,EQ,BSE,BSE
128937732,503663,TILAK,TILAK VENTURES ,EQ,BSE,BSE
128939780,503671,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,EQ,BSE,BSE
128940804,503675,WAGEND,WAGEND INFRA VENTURE,EQ,BSE,BSE
128942340,503681,ELCIDIN,ELCID INVESTMENTS,EQ,BSE,BSE
128943364,503685,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT,EQ,BSE,BSE
128944388,503689,HEALINV,HEALTHY INVESTMENTS,EQ,BSE,BSE
128946180,503696,SHRENTI,SHREENATH INVESTMENTS CO.LTD.,EQ,BSE,BSE
128952836,503722,BANSWRAS,BANSWARA SYNTEX,EQ,BSE,BSE
128965636,503772,MODWOOL,MODELLA WOOLLENS,EQ,BSE,BSE
128966660,503776,MODIPON,MODIPON,EQ,BSE,BSE
128973828,503804,SHRIDINE,SHRI DINESH MILLS,EQ,BSE,BSE
128974340,503806,SRF,SRF,EQ,BSE,BSE
128975620,503811,SIYSIL,SIYARAM SILK MILLS,EQ,BSE,BSE
128976900,503816,SWADPOL,SWADESHI POLYTEX,EQ,BSE,BSE
128982276,503837,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX,EQ,BSE,BSE
128996612,503893,ZSATYASL,SATYAM SILK MILLS,EQ,BSE,BSE
129013764,503960,BBL,BHARAT BIJLEE,EQ,BSE,BSE
129024004,504000,ELPROINTL,ELPRO INTERNATIONAL,EQ,BSE,BSE
129031172,504028,GEE,GEE,EQ,BSE,BSE
129033220,504036,HIRECT,HIND RECTIFIERS,EQ,BSE,BSE
129038852,504058,NIPPOBATRY,INDO-NATIONAL,EQ,BSE,BSE
129041156,504067,ZENSARTECH,ZENSAR TECHNOLOGIES,EQ,BSE,BSE
129043460,504076,JYOTI,JYOTI,EQ,BSE,BSE
129044484,504080,JSLINDL,JSL INDUSTRIES,EQ,BSE,BSE
129045508,504084,KAYCEEI,KAYCEE INDUSTRIES,EQ,BSE,BSE
129047556,504092,INDOKEM,INDOKEM,EQ,BSE,BSE
129047812,504093,PANAENERG,PANASONIC ENERGY INDIA COMPANY,EQ,BSE,BSE
129052676,504112,NELCO,NELCO,EQ,BSE,BSE
129057796,504132,PERMAGN,PERMANENT MAGNETS,EQ,BSE,BSE
129069060,504176,HIGHENE,HIGH ENERGY BATTERIES (INDIA),EQ,BSE,BSE
129070084,504180,STDBAT,STANDARD BATTERIES,EQ,BSE,BSE
129078276,504212,UNIVCABLES,UNIVERSAL CABLES,EQ,BSE,BSE
129080324,504220,WSI,W.S.INDUSTRIES (INDIA),EQ,BSE,BSE
129085444,504240,DLTNCBL,DELTON CABLES,EQ,BSE,BSE
129090052,504258,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYS,EQ,BSE,BSE
129093892,504273,MODULEX,MODULEX CONSTRUCTION TECHNOLOG,EQ,BSE,BSE
129097220,504286,DELTAMAGNT,DELTA MANUFACTURING,EQ,BSE,BSE
129111044,504340,LONGSPUR,LONGSPUR INTERNATIONAL VENTURE,EQ,BSE,BSE
129111300,504341,RELTD,RAVINDRA ENERGY,EQ,BSE,BSE
129113860,504351,EMPOWER,EMPOWER INDIA,EQ,BSE,BSE
129115140,504356,ZMULTIPU,MULTIPURPOSE TRADING & AGENCIE,EQ,BSE,BSE
129117444,504365,RIDHISYN,RIDHI SYNTHETICS,EQ,BSE,BSE
129118468,504369,GRANDMA,GRANDMA TRADING & AGENCIES,EQ,BSE,BSE
129118724,504370,ZARDIINV,ARDI INVESTMENT & TRADING,EQ,BSE,BSE
129120004,504375,SOFTBPO,SOFTBPO GLOBAL SERVICES,EQ,BSE,BSE
129120772,504378,NYSSACORP,NYSSA CORPORATION,EQ,BSE,BSE
129121284,504380,FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,EQ,BSE,BSE
129124356,504392,KRISHNA,KRISHNA VENTURES,EQ,BSE,BSE
129178884,504605,UNIABEXAL,UNI ABEX ALLOY PRODUCTS,EQ,BSE,BSE
129181188,504614,SARDAEN,SARDA ENERGY & MINERALS,EQ,BSE,BSE
129189380,504646,BGWTATO,BHAGWATI AUTOCAST,EQ,BSE,BSE
129189892,504648,BOMBWIR,BOMBAY WIRE ROPES,EQ,BSE,BSE
129211140,504731,AZADIND,AZAD INDIA MOBILITY,EQ,BSE,BSE
129213700,504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.,EQ,BSE,BSE
129214980,504746,INLCM,INDIAN LINK CHAIN MANUFACTURES,EQ,BSE,BSE
129225220,504786,INVPRECQ,INVESTMENT & PRECISION CASTING,EQ,BSE,BSE
129231364,504810,INFORTEC,INFORMED TECHNOLOGIES INDIA LT,EQ,BSE,BSE
129239044,504840,KAIRA,KAIRA CAN CO.LTD.,EQ,BSE,BSE
129249028,504879,ORIENTCER,ORIENT CERATECH,EQ,BSE,BSE
129249796,504882,NATIONSTD,NATIONAL STANDARD (INDIA),EQ,BSE,BSE
129255172,504903,RATHIST,RATHI STEEL & POWER,EQ,BSE,BSE
129256452,504908,DUNCANENG,DUNCAN ENGINEERING ,EQ,BSE,BSE
129259012,504918,SANDUMA,SANDUR MANGANESE & IRON ORES L,EQ,BSE,BSE
129269508,504959,STOVACQ,STOVEC INDUSTRIES,EQ,BSE,BSE
129273092,504973,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDIN,EQ,BSE,BSE
129276932,504988,ZWELCAST,WELCAST STEELS,EQ,BSE,BSE
129279492,504998,WMINIMT,WESTERN MINISTIL,EQ,BSE,BSE
129282564,505010,AUTOAXLES,AUTOMOTIVE AXLES,EQ,BSE,BSE
129287428,505029,ATLASCYCLE,ATLAS CYCLES (HARYANA),EQ,BSE,BSE
129288196,505032,AUTOPRD,AUTOMOBILE PRODUCTS OF INDIA L,EQ,BSE,BSE
129289220,505036,ACGL,AUTOMOBILE CORPORATION OF GOA,EQ,BSE,BSE
129299204,505075,SETCO,SETCO AUTOMOTIVE,EQ,BSE,BSE
129320964,505160,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS,EQ,BSE,BSE
129321732,505163,ZFSTEERING,Z.F.STEERING GEAR (INDIA),EQ,BSE,BSE
129329156,505192,SMLMAH,SML MAHINDRA ,EQ,BSE,BSE
129330180,505196,TIL,TIL,EQ,BSE,BSE
129331204,505200,EICHERMOT,EICHER MOTORS,EQ,BSE,BSE
129334276,505212,JAINEX,JAINEX AAMCOL,EQ,BSE,BSE
129335300,505216,ALFREDHE,ALFRED HERBERT (INDIA),EQ,BSE,BSE
129339396,505232,VELJAN,VELJAN DENISON,EQ,BSE,BSE
129341956,505242,DYNAMATECH,DYNAMATIC TECHNOLOGIES,EQ,BSE,BSE
129344004,505250,GGDPROP,G. G. DANDEKAR PROPERTIES LIMI,EQ,BSE,BSE
129345284,505255,GMMPFAUDLR,GMM PFAUDLER,EQ,BSE,BSE
129352452,505283,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,EQ,BSE,BSE
129352964,505285,TULIVE,TULIVE DEVELOPERS,EQ,BSE,BSE
129356548,505299,KPT,KPT INDUSTRIES,EQ,BSE,BSE
129357316,505302,LAKSHMIEW,LAKSHMI ENGINEERING AND WAREHO,EQ,BSE,BSE
129361924,505320,LYNMC,LYNX MACHINERY & COMMERCIALS L,EQ,BSE,BSE
129362948,505324,MANUGRAPH,MANUGRAPH INDIA,EQ,BSE,BSE
129366020,505336,HARSHILAGR,HARSHIL AGROTECH,EQ,BSE,BSE
129367812,505343,MONOT,MONOTYPE INDIA,EQ,BSE,BSE
129370884,505355,NESCO,NESCO,EQ,BSE,BSE
129371652,505358,INTEGRAEN,INTEGRA ENGINEERING INDIA,EQ,BSE,BSE
129374212,505368,SEMAC,SEMAC CONSTRUCTION ,EQ,BSE,BSE
129382404,505400,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDI,EQ,BSE,BSE
129385476,505412,WENDT,WENDT (INDIA),EQ,BSE,BSE
129408516,505502,PSITINFRA,PS IT INFRASTRUCTURE & SERVICE,EQ,BSE,BSE
129409028,505504,GHVINFRA,GHV INFRA PROJECTS,EQ,BSE,BSE
129410308,505509,RESPONIND,RESPONSIVE INDUSTRIES,EQ,BSE,BSE
129411844,505515,SHYMINV,SHYAMKAMAL INVESTMENTS,EQ,BSE,BSE
129413124,505520,ZHEMHOLD,HEM HOLDINGS & TRADING,EQ,BSE,BSE
129413892,505523,MAHACORP,MAHARASHTRA CORPORATION,EQ,BSE,BSE
129414660,505526,DOLATALGO,DOLAT ALGOTECH,EQ,BSE,BSE
129416452,505533,WESTLIFE,WESTLIFE FOODWORLD,EQ,BSE,BSE
129417476,505537,ZEEL,ZEE ENTERTAINMENT ENTERPRISES,EQ,BSE,BSE
129429764,505585,ZKOVALIN,KOVALAM INVESTMENT & TRADING C,EQ,BSE,BSE
129431044,505590,SVPGLOB,SVP GLOBAL TEXTILES,EQ,BSE,BSE
129432068,505594,MULTIIN,MULTIPLUS HOLDINGS,EQ,BSE,BSE
129446404,505650,SKYLMILAR,SKYLINE MILLARS,EQ,BSE,BSE
129454340,505681,BIMETAL,BIMETAL BEARINGS,EQ,BSE,BSE
129455364,505685,TAPARIA,TAPARIA TOOLS,EQ,BSE,BSE
129456132,505688,BHARATGEAR,BHARAT GEARS,EQ,BSE,BSE
129456644,505690,BRADYM,BRADY & MORRIS ENGINEERING CO.,EQ,BSE,BSE
129457412,505693,LATIMMETAL,LA TIM METAL & INDUSTRIES LIMI,EQ,BSE,BSE
129459204,505700,ELECON,ELECON ENGINEERING CO.LTD.,EQ,BSE,BSE
129461764,505710,GRAUWEIL,GRAUER & WEIL (INDIA),EQ,BSE,BSE
129462276,505712,HIMTEK,HIM TEKNOFORGE,EQ,BSE,BSE
129462788,505714,GABRIEL,GABRIEL INDIA,EQ,BSE,BSE
129464324,505720,HERCULES,HERCULES HOISTS,EQ,BSE,BSE
129465604,505725,ALGOQUANT,ALGOQUANT FINTECH,EQ,BSE,BSE
129465860,505726,IFBIND,IFB INDUSTRIES,EQ,BSE,BSE
